Dimensión_ID,Dimensión,Subdimensión_ID,Subdimensión,Multidisciplina_ID,Multidisciplina,Questão_ID,Questão,Elemento_ID,Elemento_Descrição,Tipo_Elemento,Nível,Puntuación,Tipo_Respuesta,Instrucciones
I,Dimensão Recursos institucionais,II.c,Processos,,,32,"COLABORAÇÃO E ABERTURA Se marcar esta opção, não é possível assinalar as demais. Se marcar esta opção, não é possível assinalar as demais.",32,"COLABORAÇÃO E ABERTURA Se marcar esta opção, não é possível assinalar as demais. Se marcar esta opção, não é possível assinalar as demais.",Questão,4,16.0,,
I,Dimensão Recursos institucionais,II.a,Participação de pessoas usuárias,,,,,II.a,Participação de pessoas usuárias,Subdimensão,2,,,
III,Dimensão Colaboração e abertura,,,,,,,III,Dimensão Colaboração e abertura,Dimensão,1,,,
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,0.5,"Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)?",0.5,"Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,1,"Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias?",1,"Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,1.5,"Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias?",1.5,"Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,0,A. Utilizou linguagem clara e simples em suas comunicações. B. Utilizou linguagem inclusiva em suas comunicações.,0,A. Utilizou linguagem clara e simples em suas comunicações. B. Utilizou linguagem inclusiva em suas comunicações.,Questão,4,,,
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,33,COLABORAÇÃO E ABERTURA Não é possível assinalar as demais.,33,COLABORAÇÃO E ABERTURA Não é possível assinalar as demais.,Questão,4,3.0,,
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,2,"Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Após executar esses mecanismos, que ações institucionais concretas foram realizadas?",2,"Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Após executar esses mecanismos, que ações institucionais concretas foram realizadas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,32.1,"Marque todas as opções correspondentes. A. Foram elaborados diagnósticos ou documentos internos. B. Foram implementadas ações pontuais (ajustes operacionais, pilotos, realocação de funções). C. Foram implementadas ações estratégicas (redesenho de serviços, normas, novas políticas ou planos institucionais). D. Não foram realizadas ações concretas.",32.1,"Marque todas as opções correspondentes. A. Foram elaborados diagnósticos ou documentos internos. B. Foram implementadas ações pontuais (ajustes operacionais, pilotos, realocação de funções). C. Foram implementadas ações estratégicas (redesenho de serviços, normas, novas políticas ou planos institucionais). D. Não foram realizadas ações concretas.",Questão,4,10.0,,
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,10,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias?",10,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,33,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores. --- PÁGINA 34 ---",33,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores. --- PÁGINA 34 ---",Questão,4,,,
III,Dimensão Colaboração e abertura,II.a,Capacidade-chave Atividades ou práticas,,,34,COLABORAÇÃO E ABERTURA,34,COLABORAÇÃO E ABERTURA,Questão,4,14.5,,
III,Dimensão Colaboração e abertura,II.b,Coordenação interinstitucional,,,,,II.b,Coordenação interinstitucional,Subdimensão,2,,,
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,1,"Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação?",1,"Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,0,Em que nível institucional essa colaboração se concretizou principalmente?,0,Em que nível institucional essa colaboração se concretizou principalmente?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,34.2,"Marque todas as opções correspondentes. A. Alta direção (autoridades, chefias superiores).",34.2,"Marque todas as opções correspondentes. A. Alta direção (autoridades, chefias superiores).",Questão,4,,,
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,0,Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação?,0,Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,34.3,"Marque as 2 opções mais predominantes. A. Mandato legal ou regulamentar. B. Instrução ou compromisso impulsionado pela chefia superior. C. Iniciativa própria das equipes técnicas ou operacionais. D. Resposta a uma necessidade institucional específica. E. Disponibilidade de financiamento externo ou institucional. F. Outra, qual?",34.3,"Marque as 2 opções mais predominantes. A. Mandato legal ou regulamentar. B. Instrução ou compromisso impulsionado pela chefia superior. C. Iniciativa própria das equipes técnicas ou operacionais. D. Resposta a uma necessidade institucional específica. E. Disponibilidade de financiamento externo ou institucional. F. Outra, qual?",Questão,4,,Resposta a uma necessidade institucional específica,Selecione as duas opções mais representativas para sua instituição.
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,1,Por meio de quais instâncias se concretizou essa colaboração sistemática e formal?,1,Por meio de quais instâncias se concretizou essa colaboração sistemática e formal?,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,0.2,"Marque todas as opções correspondentes. A. Intercâmbio de experiências ou aprendizados sobre inovação institucional. B. Acompanhamento técnico ou mentoria entre instituições. C. Desenvolvimento conjunto de processos, iniciativas ou projetos de inovação. D. Elaboração compartilhada de estratégias ou governanças de inovação. E. Outro tipo de colaboração formal, qual?",0.2,"Marque todas as opções correspondentes. A. Intercâmbio de experiências ou aprendizados sobre inovação institucional. B. Acompanhamento técnico ou mentoria entre instituições. C. Desenvolvimento conjunto de processos, iniciativas ou projetos de inovação. D. Elaboração compartilhada de estratégias ou governanças de inovação. E. Outro tipo de colaboração formal, qual?",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,35,"COLABORAÇÃO E ABERTURA Se marcar esta opção, não é possível assinalar as demais.",35,"COLABORAÇÃO E ABERTURA Se marcar esta opção, não é possível assinalar as demais.",Questão,4,2.5,,
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,1.25,"Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas?",1.25,"Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,10,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas?",10,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,0,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20 e suas dependentes. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores.",0,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20 e suas dependentes. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores.",Questão,4,,,
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,1.25,"Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas?",1.25,"Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,36,COLABORAÇÃO E ABERTURA,36,COLABORAÇÃO E ABERTURA,Questão,4,,,
III,Dimensão Colaboração e abertura,II.b,Procedimentos,,,0.8,"Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado?",0.8,"Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.c,Gestão do entorno,,,,,II.c,Gestão do entorno,Subdimensão,2,,,
III,Dimensão Colaboração e abertura,II.c,Processos,,,8.7,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de entidades fora do Estado?",8.7,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de entidades fora do Estado?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
III,Dimensão Colaboração e abertura,II.c,Processos,,,0,A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores.,0,A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores.,Questão,4,,,
III,Dimensão Colaboração e abertura,II.c,Processos,,,39,"Se marcar esta opção, não é possível assinalar as demais.",39,"Se marcar esta opção, não é possível assinalar as demais.",Questão,4,,,
III,Dimensão Colaboração e abertura,II.c,Processos,,,0,"Quais dos seguintes tipos de instâncias foram realizados? Marque todas as opções correspondentes. A. Participação em encontros com o ecossistema de inovação. B. Vinculação com câmaras ou associações setoriais. C. Reuniões ou mesas de trabalho. D. Acordos ou convênios de colaboração. E. Realização de concursos de inovação aberta. F. Outro, qual?",0,"Quais dos seguintes tipos de instâncias foram realizados? Marque todas as opções correspondentes. A. Participação em encontros com o ecossistema de inovação. B. Vinculação com câmaras ou associações setoriais. C. Reuniões ou mesas de trabalho. D. Acordos ou convênios de colaboração. E. Realização de concursos de inovação aberta. F. Outro, qual?",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
III,Dimensão Colaboração e abertura,II.c,Processos,,,37,RESULTANTES,37,RESULTANTES,Questão,4,,Resposta e adaptação,
III,Dimensão Colaboração e abertura,IV.a,Resposta e adaptação,,,,,IV.a,Resposta e adaptação,Subdimensão,2,,,
IV,Dimensão Resultantes,,,,,,,IV,Dimensão Resultantes,Dimensão,1,,,
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,40.1,"Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação? A. Ampliou-se territorialmente (mais comunas, províncias, regiões). B. Ampliou-se em critérios populacionais (faixa etária, nível socioeconômico). C. Ampliou-se em ambos (territorial e populacional). D. Outro(s) qual(is)?",40.1,"Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação? A. Ampliou-se territorialmente (mais comunas, províncias, regiões). B. Ampliou-se em critérios populacionais (faixa etária, nível socioeconômico). C. Ampliou-se em ambos (territorial e populacional). D. Outro(s) qual(is)?",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,41.1,Qual foi a faixa de redução do tempo de resposta? A. Mais de 50% B. De 25% a 50% C. Menos de 25%,41.1,Qual foi a faixa de redução do tempo de resposta? A. Mais de 50% B. De 25% a 50% C. Menos de 25%,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,38,RESULTANTES,38,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,42.1,"Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? A. As metas estabelecidas foram superadas, melhorando o desempenho anterior. B. As metas estabelecidas foram cumpridas, melhorando o desempenho anterior. C. Não foram cumpridas, mas houve melhoria em relação ao desempenho anterior.",42.1,"Qual foi a melhoria no cumprimento das metas a partir das ações ou iniciativas de inovação? A. As metas estabelecidas foram superadas, melhorando o desempenho anterior. B. As metas estabelecidas foram cumpridas, melhorando o desempenho anterior. C. Não foram cumpridas, mas houve melhoria em relação ao desempenho anterior.",Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,43.1,Quais dos seguintes atributos ou características foram incorporados? A. Personalização. B. Imediatismo. C. Antecipação. D. Informação. E. Continuidade. F. Orientação. G. Outro(s) qual(is)? Marque todas as opções correspondentes.,43.1,Quais dos seguintes atributos ou características foram incorporados? A. Personalização. B. Imediatismo. C. Antecipação. D. Informação. E. Continuidade. F. Orientação. G. Outro(s) qual(is)? Marque todas as opções correspondentes.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,39,COLABORAÇÃO E ABERTURA Melhor resposta Gestão adaptativa,39,COLABORAÇÃO E ABERTURA Melhor resposta Gestão adaptativa,Questão,4,,,
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,44.1,Qual foi a faixa de redução dos custos operacionais? A. Mais de 50% B. Mais de 40% e até 50% C. Mais de 30% e até 40% D. Mais de 20% e até 30% E. Mais de 10% e até 20% F. Até 10%,44.1,Qual foi a faixa de redução dos custos operacionais? A. Mais de 50% B. Mais de 40% e até 50% C. Mais de 30% e até 40% D. Mais de 20% e até 30% E. Mais de 10% e até 20% F. Até 10%,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,46,"Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas?",46,"Durante o período medido, a instituição modificou ou ajustou objetivos estratégicos ou diretrizes institucionais em decorrência de ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição redesenhou ou ajustou algum serviço, produto ou programa em decorrência de ações ou iniciativas de inovação implementadas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,40,RESULTANTES,40,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,46.1,Quais dos seguintes redesenhos ou ajustes foram realizados? A. Mudanças na população usuária alvo. B. Modificação de componentes ou linhas de intervenção. C. Ajustes orçamentários ou na alocação de recursos. D. Reatribuição de equipes ou funções. E. Eliminação ou incorporação de serviços associados. F. Outro(s) qual(is)? Marque todas as opções correspondentes.,46.1,Quais dos seguintes redesenhos ou ajustes foram realizados? A. Mudanças na população usuária alvo. B. Modificação de componentes ou linhas de intervenção. C. Ajustes orçamentários ou na alocação de recursos. D. Reatribuição de equipes ou funções. E. Eliminação ou incorporação de serviços associados. F. Outro(s) qual(is)? Marque todas as opções correspondentes.,Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,47.1,"Que tipo de novas tecnologias foram incorporadas? A. Plataformas de atendimento digital. B. Automação de processos (RPA). C. Inteligência de dados ou análise preditiva. D. Aplicativos móveis. E. Ferramentas de Inteligência Artificial (chatbots, sistemas integrados). F. Outro(s), qual(is)? Marque todas as opções correspondentes.",47.1,"Que tipo de novas tecnologias foram incorporadas? A. Plataformas de atendimento digital. B. Automação de processos (RPA). C. Inteligência de dados ou análise preditiva. D. Aplicativos móveis. E. Ferramentas de Inteligência Artificial (chatbots, sistemas integrados). F. Outro(s), qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,47,"Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas?",47,"Durante o período medido, a instituição incorporou novas tecnologias em seus serviços ou produtos em decorrência de ações ou iniciativas de inovação implementadas?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025).
IV,Dimensão Resultantes,IV.a,Resposta e adaptação,,,41,RESULTANTES,41,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,,,IV.b,Gestão da experiência dos usuários,Subdimensão,2,,,
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,49,"Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? escala de ponderação escala de ponderação",49,"Durante o período medido, a instituição observou melhorias na satisfação das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou melhorias na legitimidade ou confiança institucional como resultado das ações ou iniciativas de inovação implementadas? Durante o período medido, a instituição observou redução na quantidade de reclamações das pessoas usuárias como resultado das ações ou iniciativas de inovação implementadas? escala de ponderação escala de ponderação",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,49.1,Qual foi a faixa de redução das reclamações das pessoas usuárias? A. Mais de 50% B. De 25% a 50% C. Menor que 25%,49.1,Qual foi a faixa de redução das reclamações das pessoas usuárias? A. Mais de 50% B. De 25% a 50% C. Menor que 25%,Questão,4,,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,48.1,Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? A. Aumentou em mais de 20 pontos percentuais. B. Aumentou entre 10 e 20 pontos percentuais. C. Aumentou entre 5 e 10 pontos percentuais. D. Aumentou em menos de 5 pontos percentuais.,48.1,Qual foi o nível de melhorias na satisfação usuária obtido a partir das ações ou iniciativas de inovação? A. Aumentou em mais de 20 pontos percentuais. B. Aumentou entre 10 e 20 pontos percentuais. C. Aumentou entre 5 e 10 pontos percentuais. D. Aumentou em menos de 5 pontos percentuais.,Questão,4,20.0,Resposta única,Responda conforme o enunciado oficial do questionário.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,42,RESULTANTES Legitimidade e confiança,42,RESULTANTES Legitimidade e confiança,Questão,4,,,
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,50.1,"Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? escala de ponderação A. Melhorias na validação e respaldo à instituição. B. Melhorias na confiança do usuário em relação à instituição. C. Melhorias na validação e respaldo de um produto ou serviço. D. Melhorias na confiança do usuário sobre um produto ou serviço. E. Outra(s), qual(is)? Marque todas as opções correspondentes.",50.1,"Quais foram as melhorias obtidas na legitimidade ou confiança institucional a partir das ações ou iniciativas de inovação? escala de ponderação A. Melhorias na validação e respaldo à instituição. B. Melhorias na confiança do usuário em relação à instituição. C. Melhorias na validação e respaldo de um produto ou serviço. D. Melhorias na confiança do usuário sobre um produto ou serviço. E. Outra(s), qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,52.1,"Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação? A. Melhorou-se a clareza da linguagem utilizada na informação do serviço ou produto. B. Melhorou-se a organização da apresentação ou estrutura da informação, facilitando sua compreensão. C. Melhoraram-se os apoios, incorporando novos formatos (infográficos, vídeos, exemplos). D. Outros, qual(is)? Marque todas as opções correspondentes.",52.1,"Quais foram os efeitos no entendimento das pessoas usuárias obtidos a partir das ações ou iniciativas de inovação? A. Melhorou-se a clareza da linguagem utilizada na informação do serviço ou produto. B. Melhorou-se a organização da apresentação ou estrutura da informação, facilitando sua compreensão. C. Melhoraram-se os apoios, incorporando novos formatos (infográficos, vídeos, exemplos). D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,52,"Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação? escala de ponderação",52,"Durante o período de medição, a instituição melhorou o entendimento das pessoas usuárias sobre seus produtos ou serviços como resultado das ações ou iniciativas de inovação? escala de ponderação",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda apenas com evidências observadas no período indicado pelo índice.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,51,"Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação?",51,"Durante o período de medição, a instituição recebeu algum tipo de validação ou reconhecimento externo relacionado à legitimidade ou confiança devido a ações e iniciativas de inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda apenas com evidências observadas no período indicado pelo índice. Anexe a Informação Adicional Necessária (IAN) que respalde a resposta.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,43,RESULTANTES,43,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,53.1,"Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação? A. Diminuiu o número de passos necessários para acessar o serviço ou produto. B. Simplificaram-se os requisitos ou formulários para acessar o serviço ou produto. C. Melhorou-se a orientação com guias de uso ou ajudas interativas. D. Outro(s), qual(is)? Marque todas as opções correspondentes.",53.1,"Qual foi o efeito na facilidade de uso obtido a partir das ações ou iniciativas de inovação? A. Diminuiu o número de passos necessários para acessar o serviço ou produto. B. Simplificaram-se os requisitos ou formulários para acessar o serviço ou produto. C. Melhorou-se a orientação com guias de uso ou ajudas interativas. D. Outro(s), qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,53,"Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação? escala de ponderação",53,"Durante o período de medição, a instituição melhorou a facilidade de uso de seus produtos ou serviços como resultado das ações ou iniciativas de inovação? escala de ponderação",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda apenas com evidências observadas no período indicado pelo índice.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,54.1,"Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação? A. Aumentou a taxa de resolução bem-sucedida das solicitações. B. Diminuiu a proporção de trâmites inconclusos ou rejeitados. C. Reduziram-se os tempos médios para que os usuários concluíssem o uso do serviço ou produto. D. Outros, qual(is)? Marque todas as opções correspondentes.",54.1,"Quais foram os efeitos no cumprimento dos objetivos de seus produtos ou serviços obtidos a partir das ações ou iniciativas de inovação? A. Aumentou a taxa de resolução bem-sucedida das solicitações. B. Diminuiu a proporção de trâmites inconclusos ou rejeitados. C. Reduziram-se os tempos médios para que os usuários concluíssem o uso do serviço ou produto. D. Outros, qual(is)? Marque todas as opções correspondentes.",Questão,4,,Resposta múltipla,Marque todas as opções correspondentes.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,54,"Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",54,"Durante o período de medição, a instituição melhorou o cumprimento do objetivo de seus produtos ou serviços como resultado das ações ou iniciativas de inovação?",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda apenas com evidências observadas no período indicado pelo índice.
IV,Dimensão Resultantes,IV.b,Gestão da experiência dos usuários,,,44,RESULTANTES,44,RESULTANTES,Questão,4,,,
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,,,IV.c,Transformação organizacional,Subdimensão,2,,,
IV,Dimensão Resultantes,IV.c,Transformação organizacional,,,56,"Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação",56,"Durante o período de medição, a instituição melhorou o comprometimento das pessoas funcionárias como resultado das ações ou iniciativas de inovação? Durante o período de medição, a instituição melhorou a colaboração entre as pessoas funcionárias como resultado das ações ou iniciativas de inovação? escala de ponderação",Questão,4,,Resposta única,Use as informações do período medido (1/06/2024 a 31/05/2025). Responda apenas com evidências observadas no período indicado pelo índice.
