sistema,ano,dimensao_id_original,dimensao_padrao,subdimensao,questao,elemento,nivel,tipo_elemento,texto_completo,pontuacao_maxima_dimensao,pontuacao_maxima_capacidade_chave,nome_variavel,numero_questao,respuesta,pontuacao_maxima_questao,pontuacao_item
chile,2025,II,praticas_e_processos,Procedimentos,Para que a instituição utilizou a informação obtida das medições de satisfação usuária?,Para que a instituição utilizou a informação obtida das medições de satisfação usuária?,4,Questão,Procedimentos Para que a instituição utilizou a informação obtida das medições de satisfação usuária? Para que a instituição utilizou a informação obtida das medições de satisfação usuária?,40,7.0,Procedimentos para a identificação de necessidades de pessoas ou instituições usuárias,24.2,Marque todas as opções correspondentes. A. Desenho de novos serviços. B. Melhoria contínua. C. Relato para outras áreas da instituição. D. Análise de demanda. E. Outros. Especifique: F. Não se utilizou.,0,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período analisado, a instituição possuía procedimentos estabelecidos para o desenvolvimento de protótipos?","Durante o período analisado, a instituição possuía procedimentos estabelecidos para o desenvolvimento de protótipos?",4,Questão,"Procedimentos Durante o período analisado, a instituição possuía procedimentos estabelecidos para o desenvolvimento de protótipos? Durante o período analisado, a instituição possuía procedimentos estabelecidos para o desenvolvimento de protótipos?",40,7.0,Procedimentos para desenvolvimento e teste de protótipos,25,Resposta única. A. Sim; B. Não (Ir para a questão 26),1,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram?","Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram?",4,Questão,"Procedimentos Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram? Durante o período medido, quais níveis os protótipos das iniciativas de inovação alcançaram?",40,7.0,Procedimentos para desenvolvimento e teste de protótipos,25.1,Marque todas as opções correspondentes.  A. Protótipo conceitual. B. Protótipo sensorial. C. Protótipo funcional. D. Outro(s). Qual(is)?,0,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período analisado, a instituição possuía procedimentos para testar seus protótipos de solução?","Durante o período analisado, a instituição possuía procedimentos para testar seus protótipos de solução?",4,Questão,"Procedimentos Durante o período analisado, a instituição possuía procedimentos para testar seus protótipos de solução? Durante o período analisado, a instituição possuía procedimentos para testar seus protótipos de solução?",40,7.0,Procedimentos para desenvolvimento e teste de protótipos,26,Resposta única. A. Sim; B. Não (Ir para a questão 27),1,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava?","Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava?",4,Questão,"Procedimentos Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava? Durante o período medido, com quais dos procedimentos a seguir para a realização de testes a instituição contava?",40,7.0,Procedimentos para desenvolvimento e teste de protótipos,26.1,"Marque todas as opções correspondentes. A. Desenho de um plano de testes com objetivos, hipóteses e critérios de sucesso definidos. B. Definição de métricas e indicadores para avaliar os resultados do teste. C. Testes com usuários reais ou simulações. D. Definição de um fluxo de trabalho com papéis, prazos e responsáveis. E. Coleta sistemática de feedback de usuários ou outros atores envolvidos nos testes. F. Registro e análise dos resultados dos testes. G. Outro(s). Qual(is)? Marque todas as opções correspondentes.",0,
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação?","Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação?",4,Questão,"Procedimentos Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação? Durante o período medido, a instituição possuía procedimentos vigentes para medir o desempenho de suas soluções de inovação?",40,7.0,Procedimentos para medir o desempenho da inovação,27,Resposta única. A. Sim; B. Não (Ir para a questão 28),1.6,sim: 0.16; não 0
chile,2025,II,praticas_e_processos,Procedimentos,"Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas.","Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas.",4,Questão,"Procedimentos Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas. Durante o período medido, quais análises faziam parte dos instrumentos para avaliar suas soluções de inovação? Marque todas as opções correspondentes. Considere as análises utilizadas tanto ao avaliar soluções pilotadas quanto implementadas.",40,7.0,Procedimentos para medir o desempenho da inovação,27.1,"A. Avaliação de desempenho por meio de indicadores quantitativos. B. Comparação com a situação anterior (linha de base) ou com soluções alternativas. C. Análise de feedback qualitativo de pessoas usuárias ou beneficiárias. D. Identificação de riscos, barreiras ou oportunidades emergentes após o teste ou implementação. E. Avaliação do processo de implementação. F. Avaliação de impacto em resultados. G. Outro(s). Qual(is)?",1.2,"0.19
0.20
0.19
0.19
0.19
0.19
0.05"
chile,2025,II,praticas_e_processos,Processos,"Durante o período medido, a instituição contava com algum processo para inovar?","Durante o período medido, a instituição contava com algum processo para inovar?",4,Questão,"Processos Durante o período medido, a instituição contava com algum processo para inovar? Durante o período medido, a instituição contava com algum processo para inovar?",40,19.0,Desenho e fluxo de processos,28,Resposta única. A. Sim; B. Não (Ir para a questão 29),0,
chile,2025,II,praticas_e_processos,Processos,Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória),Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória),4,Questão,Processos Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória) Qual foi a data da última revisão do processo de inovação? DD/MM/AA. (resposta não obrigatória),40,19.0,Desenho e fluxo de processos,28.1,"Se você respondeu “Apenas avaliado” ou “Sim, avaliado e redesenhado” à pergunta anterior.

DD/MM/AA. (opcional)",0,
chile,2025,II,praticas_e_processos,Processos,O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados?,O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados?,4,Questão,Processos O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados? O processo para inovar foi avaliado ou redesenhado no período medido a partir de seus resultados?,40,19.0,Desenho e fluxo de processos,28.2,"Resposta única.
A. Apenas avaliada.
B. Sim, avaliada e redesenhada.
C. Não, nem avaliada nem redesenhada.",0.5,0.3; 0.5; 0
chile,2025,II,praticas_e_processos,Processos,"Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado?","Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado?",4,Questão,"Processos Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado? Quanto ao processo para inovar indicado na pergunta anterior, qual foi o nível de desenvolvimento alcançado?",40,19.0,Desenho e fluxo de processos,28.3,"Se respondeu que sim a pergunta 28. A. O processo está desenhado. B. O processo está formalizado. C. O processo está formalizado e socializado. D. O processo foi formalizado, socializado e executado ao menos uma vez com resultados documentados.",2,"0.8
1.0
1.5
2.0"
chile,2025,II,praticas_e_processos,Processos,"Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação? Se respondeu sim a pregunta 28","Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação? Se respondeu sim a pregunta 28",4,Questão,"Processos Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação? Se respondeu sim a pregunta 28 Entre os objetivos dos seus processos para inovar, estava o desenvolvimento de iniciativas de inovação? Se respondeu sim a pregunta 28",40,19.0,Desenho e fluxo de processos,28.4,Resposta única. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Sim B. Não,3,sim: 3; não 0
chile,2025,II,praticas_e_processos,Processos,Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar?,Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar?,4,Questão,Processos Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar? Quais das seguintes fases da metodologia de inovação foram consideradas nos processos para inovar?,40,19.0,Desenho e fluxo de processos,28.5,"Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Investigação do problema. B. Exploração institucional. C. Desenho de propostas de solução. D. Prototipagem das ideias de solução. E. Testes e ajustes. F. Pilotagem. G. Implementação. H. Avaliação. I. Nenhuma das anteriores. Se marcar esta, nao é possível marcar as demais.",7,"0.325
0.325
0.6
1.5
1.5
1.5
0.6
0.65
0"
chile,2025,II,praticas_e_processos,Processos,"Entre os objetivos dos seus processos para inovar, estava a gestão da inovação? Se respondeu sim a pregunta 28","Entre os objetivos dos seus processos para inovar, estava a gestão da inovação? Se respondeu sim a pregunta 28",4,Questão,"Processos Entre os objetivos dos seus processos para inovar, estava a gestão da inovação? Se respondeu sim a pregunta 28 Entre os objetivos dos seus processos para inovar, estava a gestão da inovação? Se respondeu sim a pregunta 28",40,19.0,Sistematização e disseminação de processos,28.6,Resposta única. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Sim B. Não,2,sim: 2; não 0
chile,2025,II,praticas_e_processos,Processos,Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?  Se respondeu sim a pregunta 28,Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?  Se respondeu sim a pregunta 28,4,Questão,Processos Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?  Se respondeu sim a pregunta 28 Quais atividades de gestão da inovação estiveram incluídas no seu processo para inovar?  Se respondeu sim a pregunta 28,40,19.0,Sistematização e disseminação de processos,28.7,Marque todas as opções correspondentes. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Gestão da mudança para a inovação. B. Desenvolvimento de capacidades para inovar. C. Sistematização da inovação e gestão do conhecimento. D. Liderança para a inovação. E. Nenhuma das anteriores.,1,"0.25
0.25
0.25
0.25
0"
chile,2025,II,praticas_e_processos,Processos,"Durante o período medido, contavam com um fluxo de processos de inovação? Se respondeu sim a pregunta 28","Durante o período medido, contavam com um fluxo de processos de inovação? Se respondeu sim a pregunta 28",4,Questão,"Processos Durante o período medido, contavam com um fluxo de processos de inovação? Se respondeu sim a pregunta 28 Durante o período medido, contavam com um fluxo de processos de inovação? Se respondeu sim a pregunta 28",40,19.0,Sistematização e disseminação de processos,28.8,Resposta única. Esta resposta será validada com o documento anexado pela instituição na pergunta 28.3. A. Sim B. Não,1,sim: 1; não 0
chile,2025,II,praticas_e_processos,Processos,Quais áreas ou unidades estiveram envolvidas no processo de inovação? Se respondeu sim a pregunta 28,Quais áreas ou unidades estiveram envolvidas no processo de inovação? Se respondeu sim a pregunta 28,4,Questão,Processos Quais áreas ou unidades estiveram envolvidas no processo de inovação? Se respondeu sim a pregunta 28 Quais áreas ou unidades estiveram envolvidas no processo de inovação? Se respondeu sim a pregunta 28,40,19.0,Sistematização e disseminação de processos,28.9,"Resposta única.

A. Apenas uma área ou unidade de negócios.

B. Mais de uma área ou unidade de negócios.

C. Apenas uma área de negócios, áreas multifuncionais e/ou regiões.

D. Mais de uma área de negócios, áreas multifuncionais e/ou regiões.",2.5,"1.0; 1.5
2.0
2.5"
chile,2025,II,praticas_e_processos,Processos,Liste detalhadamente as áreas/unidades/escritórios envolvidos no processo de inovação.Se respondeu sim a pregunta 28,Liste detalhadamente as áreas/unidades/escritórios envolvidos no processo de inovação.Se respondeu sim a pregunta 28,4,Questão,Processos Liste detalhadamente as áreas/unidades/escritórios envolvidos no processo de inovação.Se respondeu sim a pregunta 28 Liste detalhadamente as áreas/unidades/escritórios envolvidos no processo de inovação.Se respondeu sim a pregunta 28,40,19.0,Sistematização e disseminação de processos,28.10,Máximo de 3000 caracteres.,0,
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)?","Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)?",4,Questão,"Participação do usuário Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)? Durante o período medido, qual era o nível de conformidade dos sites da instituição em relação às diretrizes do Guia Técnico para Implementação de Sites Web Acessíveis (SENADIS)?",40,16.0,Comunicação e linguagem,29,"Resposta única. A. O guia não é conhecido na instituição. B. O guia é conhecido, mas não foi implementado. C. Algumas diretrizes são seguidas. D. A maioria das diretrizes é seguida.",0.5,0; 0;0.2;0.5
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias?","Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias?",4,Questão,"Participação do usuário Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias? Durante o período medido, que ações concretas a instituição realizou para melhorar a comunicação e fomentar o intercâmbio com pessoas usuárias?",40,16.0,Comunicação e linguagem,30,"Marque todas as opções correspondentes.  A. Utilizou linguagem clara e simples em suas comunicações. B. Utilizou linguagem inclusiva em suas comunicações. C. Adaptamos o conteúdo e os formatos das informações para diferentes públicos.
D. Ampliamos a diversidade de canais de comunicação.
E. Coletamos feedback dos usuários por meio dos canais de comunicação.
F. Nenhuma ação específica foi tomada nesta área.
Se você selecionar esta opção, não poderá selecionar as outras.",1.5,0.3; 0.3; 0.3; 0.3; 0.3; 0
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias?","Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias?",4,Questão,"Participação do usuário Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias? Durante o período medido, que tipo de interação foi promovida entre a instituição e as pessoas usuárias?",40,16.0,Comunicação e linguagem,31,"Resposta única. A. Fornecimento de informações institucionais (unidirecional). B. Recebimento de opiniões ou reclamações (unidirecional). C. Fornecimento e recebimento de informações (bidirecional). D. A interação com os usuários não foi promovida. Se você selecionar esta opção, não será possível selecionar as outras.",1,0; 0.5; 1; 0
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Por exemplo, grupos de trabalho, consultas participativas ou outras instâncias de colaboração.","Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Por exemplo, grupos de trabalho, consultas participativas ou outras instâncias de colaboração.",4,Questão,"Participação do usuário Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Por exemplo, grupos de trabalho, consultas participativas ou outras instâncias de colaboração. Durante o período medido, a instituição promoveu a participação ativa da cidadania por meio de mecanismos diferentes dos estabelecidos pela Lei nº 20.500? Por exemplo, grupos de trabalho, consultas participativas ou outras instâncias de colaboração.",40,16.0,Mecanismos dos usuários,32,Resposta única. A. Sim; B. Não (Ir para a questão 32),1,sim: 1; não 0
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Após executar esses mecanismos, que ações institucionais concretas foram realizadas?","Após executar esses mecanismos, que ações institucionais concretas foram realizadas?",4,Questão,"Participação do usuário Após executar esses mecanismos, que ações institucionais concretas foram realizadas? Após executar esses mecanismos, que ações institucionais concretas foram realizadas?",40,16.0,Mecanismos dos usuários,32.1,"Se você respondeu sim à pergunta anterior.

Marque todas as opções aplicáveis.

A. Diagnósticos ou documentos internos foram elaborados.

B. Ações específicas foram implementadas (ajustes operacionais, programas piloto, redistribuição de funções).

C. Ações estratégicas foram implementadas (reestruturação de serviços, regulamentações, novas políticas ou planos institucionais).

D. Nenhuma ação específica foi tomada. Não é possível selecionar as outras opções.",2,0.5; 0.5; 1; 0
chile,2025,III,colaboracao_e_abertura,Participação do usuário,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias?","Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias?",4,Questão,"Participação do usuário Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias? Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação ativa das pessoas usuárias/beneficiárias?",40,16.0,Participação do usuário na cocriação e/ou teste de ideias ou soluções,33,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores.",10,1.5; 1.5; 1.5; 1.5; 1.5; 1; 1.5; 0
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,,Coordenação interinstitucional,2,Subdimensão,Coordenação interinstitucional,40,14.5,,,,,
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,"Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação?","Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação?",4,Questão,"Coordenação interinstitucional Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação? Durante o período medido, existiram instâncias de colaboração sistemáticas e formais com outras instituições públicas para o desenvolvimento da inovação?",40,14.5,Coordenação interinstitucional,34,Resposta única. A. Sim; B. Não (Ir para a questão 35),1,sim: 1; não 0
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,Por meio de quais instâncias se concretizou essa colaboração sistemática e formal? Se respondeu a pergunta anterior,Por meio de quais instâncias se concretizou essa colaboração sistemática e formal? Se respondeu a pergunta anterior,4,Questão,Coordenação interinstitucional Por meio de quais instâncias se concretizou essa colaboração sistemática e formal? Se respondeu a pergunta anterior Por meio de quais instâncias se concretizou essa colaboração sistemática e formal? Se respondeu a pergunta anterior,40,14.5,Coordenação interinstitucional,34.1,"Marque todas as opções aplicáveis.

B. Suporte técnico ou mentoria entre instituições.

C. Desenvolvimento conjunto de processos, iniciativas ou projetos de inovação.

D. Desenvolvimento colaborativo de estratégias de inovação ou estruturas de governança.

E. Outro tipo de colaboração formal. Por favor, especifique.",1,"0.2
0.2
0.2
0.2
0.2"
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,Em que nível institucional essa colaboração se concretizou principalmente? Se respondeu a pergunta 34,Em que nível institucional essa colaboração se concretizou principalmente? Se respondeu a pergunta 34,4,Questão,Coordenação interinstitucional Em que nível institucional essa colaboração se concretizou principalmente? Se respondeu a pergunta 34 Em que nível institucional essa colaboração se concretizou principalmente? Se respondeu a pergunta 34,40,14.5,Coordenação interinstitucional,34.2,"Marque todas as opções correspondentes. A. Alta direção (autoridades, chefias superiores).",0,
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação? Se respondeu a pergunta 34,Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação? Se respondeu a pergunta 34,4,Questão,Coordenação interinstitucional Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação? Se respondeu a pergunta 34 Qual foi a causa principal que impulsionou essa colaboração com outras instituições públicas em matéria de inovação? Se respondeu a pergunta 34,40,14.5,Coordenação interinstitucional,34.3,"Marque as 2 opções mais predominantes. A. Mandato legal ou regulamentar. B. Instrução ou compromisso impulsionado pela chefia superior. C. Iniciativa própria das equipes técnicas ou operacionais. D. Resposta a uma necessidade institucional específica. E. Disponibilidade de financiamento externo ou institucional. F. Outra, qual?",0,
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,"Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas?","Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas?",4,Questão,"Coordenação interinstitucional Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas? Durante o período medido, quais das seguintes fases de um processo de inovação consideraram a participação de outras instituições públicas?",40,14.5,Coordenação interinstitucional,35,"Marque todas as opções correspondentes. Verificaremos se a resposta é coerente com o declarado na capacidade de “Atividades e Práticas”, na pergunta 20 e suas dependentes. A. Investigação do problema. B. Desenho de soluções. C. Prototipagem. D. Testes e ajustes da solução. E. Pilotagem. F. Implementação. G. Avaliação do desempenho da solução. H. Nenhuma das anteriores. Se marcar esta, não é possível marcar as demais",10,"1.5
1.5
1.5
1.5
1.5
1
1.5
0"
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,"Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas?","Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas?",4,Questão,"Coordenação interinstitucional Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas? Durante o período medido, que tipo de intercâmbio de dados a instituição realizou com frequência com outras instituições públicas?",40,14.5,Interoperabilidade,36,"Resposta única. A. Envio manual de arquivos por e-mail ou documentos físicos.

B. Compartilhamento por meio de plataformas ou pastas digitais.

C. Compartilhamento automatizado por meio de sistemas interoperáveis ​​ou APIs.

D. Outro, especifique.",1.25,"0.5
1
1.25
0.5"
chile,2025,III,colaboracao_e_abertura,Coordenação interinstitucional,"Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas?","Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas?",4,Questão,"Coordenação interinstitucional Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas? Durante o período medido, a instituição utilizou mecanismos que garantem a proteção dos dados ao trocar informações com outras instituições públicas?",40,14.5,Interoperabilidade,37,Resposta única. A. Sim; B. Não,1.25,sim: 1.15; não 0
chile,2025,III,colaboracao_e_abertura,Gestão ambiental,"Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado?","Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado?",4,Questão,"Gestão ambiental Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado? Durante o período medido, existiram instâncias de inovação que consideraram a participação e colaboração de instituições fora do Estado?",40,9.5,Inovação aberta,38,Resposta única. A. Sim; B. Não (Ir para a questão 39),0.8,sim: 0.8; não 0
chile,2025,III,colaboracao_e_abertura,Gestão ambiental,Quais dos seguintes tipos de instâncias foram executadas? Se respondeu a pergunta anterior.,Quais dos seguintes tipos de instâncias foram executadas? Se respondeu a pergunta anterior.,4,Questão,Gestão ambiental Quais dos seguintes tipos de instâncias foram executadas? Se respondeu a pergunta anterior. Quais dos seguintes tipos de instâncias foram executadas? Se respondeu a pergunta anterior.,40,9.5,Inovação aberta,38.1,"Marque todas as opções correspondentes. A. Participação em reuniões com o ecossistema de inovação.
B. Colaboração com câmaras de comércio ou associações comerciais.
C. Reuniões ou grupos de trabalho.
D. Acordos ou contratos de colaboração.

E. Desenvolvimento de concursos de inovação aberta.

F. Outros (especifique).",0,
chile,2025,III,colaboracao_e_abertura,Gestão ambiental,"Durante o período analisado, qual das seguintes fases de um processo de inovação considerou a participação de entidades externas ao Estado?","Durante o período analisado, qual das seguintes fases de um processo de inovação considerou a participação de entidades externas ao Estado?",4,Questão,"Gestão ambiental Durante o período analisado, qual das seguintes fases de um processo de inovação considerou a participação de entidades externas ao Estado? Durante o período analisado, qual das seguintes fases de um processo de inovação considerou a participação de entidades externas ao Estado?",40,9.5,Inovação aberta,39,"Marque todas as opções correspondentes.A. Investigação do problema.

B. Projeto da solução.

C. Prototipagem.

D. Teste e ajuste da solução.

E. Piloto.

F. Implementação.

G. Avaliação do desempenho da solução.

H. Nenhuma das alternativas acima.

Se você selecionar esta opção, não poderá selecionar as outras.",8.7,"1.3
1.3
1.3
1.3
1.3
0.9
1.3
0"
chile,2025,,resultados,Resposta e adaptação,"Durante o período analisado, a instituição ampliou a cobertura de um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?","Durante o período analisado, a instituição ampliou a cobertura de um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período analisado, a instituição ampliou a cobertura de um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas? Durante o período analisado, a instituição ampliou a cobertura de um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",0,0.0,Melhor reposta,40,Resposta única. A. Sim; B. Não (Ir para a questão 41),Média,
chile,2025,,resultados,Resposta e adaptação,Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação?,Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação?,4,Questão,Resposta e adaptação Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação? Quais dos seguintes efeitos em cobertura foram obtidos a partir das ações ou iniciativas de inovação?,0,0.0,Melhor reposta,40.1,"Resposta única. A. Ampliou-se territorialmente (mais comunas, províncias, regiões). B. Ampliou-se em critérios populacionais (faixa etária, nível socioeconômico). C. Ampliou-se em ambos (territorial e populacional). D. Outro(s) qual(is)?",Baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período analisado, a instituição reduziu os tempos de resposta para um ou mais produtos ou serviços como resultado das ações ou iniciativas de inovação implementadas?","Durante o período analisado, a instituição reduziu os tempos de resposta para um ou mais produtos ou serviços como resultado das ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período analisado, a instituição reduziu os tempos de resposta para um ou mais produtos ou serviços como resultado das ações ou iniciativas de inovação implementadas? Durante o período analisado, a instituição reduziu os tempos de resposta para um ou mais produtos ou serviços como resultado das ações ou iniciativas de inovação implementadas?",0,0.0,Melhor reposta,41,Resposta única. A. Sim; B. Não (Ir para a questão 42),Média,
chile,2025,,resultados,Resposta e adaptação,Qual foi a faixa de redução do tempo de resposta?,Qual foi a faixa de redução do tempo de resposta?,4,Questão,Resposta e adaptação Qual foi a faixa de redução do tempo de resposta? Qual foi a faixa de redução do tempo de resposta?,0,0.0,Melhor reposta,41.1,Resposta única. A. Mais de 50% B. De 25% a 50% C. Menos de 25%,baixa,
chile,2025,,resultados,Resposta e adaptação,"Durante o período analisado, a instituição melhorou o grau de alcance de metas em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?","Durante o período analisado, a instituição melhorou o grau de alcance de metas em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",4,Questão,"Resposta e adaptação Durante o período analisado, a instituição melhorou o grau de alcance de metas em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas? Durante o período analisado, a instituição melhorou o grau de alcance de metas em um ou mais produtos ou serviços como resultado de ações ou iniciativas de inovação implementadas?",0,0.0,Melhor reposta,42,Resposta única. A. Sim; B. Não (Ir para a questão 43),Média,
